id,reviews.text,review_length,sentiment_polarity
AV1h6gSl-jtxr-f31p40,"I have used this soap for years and considered it Wal-Mart's best kept secret. I was so disappointed when they stopped carrying it in our store location. Was delighted to see I could get it online it ended up a blessing. I don't go to Wal-Mart as often so I'm saving money there (Sorry Walmart), delivery was prompt, I stockpiled and never left the house.",35,0.008333333333333323
AV1h6Gu0glJLPUi8IjA_,I WON'T recommend this product to anyone,4,0.0
AV1h6Gu0glJLPUi8IjA_,My 8 month old baby got extremely irritated from this product after using for less than a week. I would like to get my money back.,15,-0.04791666666666666
AV1h6Gu0glJLPUi8IjA_,"I did receive 1 bottle but when I ordered, it said a pack of 6. I was disappointed about that. This review was collected as part of a promotion.",10,-0.75
AV1h6Gu0glJLPUi8IjA_,"The bubbles aren't over the top fabulous, but it smells good and makes the kids happy.",9,0.6000000000000001
AV1h6Gu0glJLPUi8IjA_,Amazing product. My 3 years old loves her bubble baths.,7,0.35000000000000003
AV1l8zRZvKc47QAVhnAv,"This cream did not do much for my face or throat area. I have gone back to my generic brand, it works better and is not as expensive. This review was collected as part of a promotion.",16,0.039999999999999994
AV1l8zRZvKc47QAVhnAv,"I buy Olay Regenerist all the time from CVS and Rite Aid. This time around I purchased it from Wal Mart's online store, and when I received it, the formula was slightly different. The lotion smells like the cheaper products Olay makes. I am very disappointed and will not order from Walmart online again.",29,-0.375
AV1l8zRZvKc47QAVhnAv,"Although this product worked amazingly well, the fragrance gave me headaches and made my eyes water daily-Olay please make more fragrance-free products.",16,0.6000000000000001
AV1l8zRZvKc47QAVhnAv,I did not like the way it felt on my skin. I felt like I had on some sort of a skin mask. It may be OK for some people. But not for me. The moisturizer does have a creamy texture to it.,15,0.5
AV1l8zRZvKc47QAVhnAv,"I hate to be picky, but who was responsible for the design of this product Push down on top of the package to dispense product from center of package... Even the directions are awkward! The cream is yummy, the design I really hate!",20,-0.26666666666666666
AV1l8zRZvKc47QAVhnAv,"My family is on a very tight budget, so spending 20 for facial cream was a big chunk out of my grocery . But this is well worth it. My rapidly maturing skin is getting smoother. I still have my wrinkles, but they are not so pronounced. I will watch for sales coupons, this is one product that I will keep using.",26,0.030357142857142853
AV1l8zRZvKc47QAVhnAv,I like its rich dewy thick consistency. Great night cream - won't rub off on pillow! This review was collected as part of a promotion.,15,0.2916666666666667
AV1l8zRZvKc47QAVhnAv,The cream feels very luxurious when applying. Keeps my very dry thin skin moist and more pliant. This review was collected as part of a promotion.,14,-0.23333333333333334
AV1l8zRZvKc47QAVhnAv,This product is lightly scented and goes on smooth. It makes my skin feel extremely soft and smooth. No matter how much you use it does not feel greasy and it absorbs well. I use this every morning and it keeps my skin looking great.,25,0.3833333333333333
AV1l8zRZvKc47QAVhnAv,Using this product for a long WONDERFUL time. I am 73yrs old and everyone always admires the fresh Look of my skin. Just amazes me how quickly this product improves the texture of my facial skin. It also has a silky and very light feeling when applying it everyday beneath my makeup.,28,0.2354166666666667
AV1l8zRZvKc47QAVhnAv,I have been using this product daily for about a year now and it has totally changed the texture of my skin. I had a problem with large pores and had a bad wrinkle in my neck from years of sun exposure. The pores are almost gone and the discoloration and wrinkle in my neck is hard to even notice. I love this product and it's affordable. No one ever believes me when I say I'm almost 55. My skin hasn't been this nice in YEARS! I just wanted to say thanks and let others know you don't have to spend a fortune to look great.,50,0.14695767195767198
AV1l8zRZvKc47QAVhnAv,I'm a 56 year old female former smoker with a lot of wrinkles around my mouth and the corners of my eyes. I started using Regenerist Deep Hydration Cream years ago when I took a good look (instead of a glance) at myself for the first time in quite a while. After the first month I noticed a big difference in the appearance and texture of my face and a lot of the small wrinkles were gone. I was thrilled. I've tried other products but always go back to Olay. It works for me.,49,0.15
AV1l8zRZvKc47QAVhnAv,Awesome product must have!!!!!!!!!!!!!!!!!!!!!!!!!!!,3,1.0
AV1l8zRZvKc47QAVhnAv,"I have been using Regenerist Deep Hydration Regenerating Cream for 5 years, since I was 36 yrs. old, along with some of the other oil of olay products and i'm telling you ladies, it has done wonderful things for my face, my complexion and elasticity of my face. I have no wrincles at all, my face has elasticity and smoothnes. At 41 yrs. of age people thinks I'm 27-32 years old. They jaw drops when I reveal my age to them and they see my 18 and 16 year old daughters with me calling me mom. Thank you Oil of Olay...not even Sephora can make me look this young. This review was collected as part of a promotion.",57,0.2333333333333334
AV1l8zRZvKc47QAVhnAv,"I started with the total effects and it worked wonders but as I got older I decided to try more intensive treatment. The Regenerist moisturizer is great. i have had people come up at work and say What kind of makeup if you do wear makeup do you use I have been told without makeup that my skin is translucent. The scent is so fresh and the cream seems to even my skin out without foundation, If you can at all, buy this and see how long it lasts and how much good it does. I don't think you will be disappointed.",45,0.22083333333333333
AV1l8zRZvKc47QAVhnAv,"I slowly added products from the Oil of Olay Regenerist line to my daily regimen. My skin was dry from many years of sunbathing and the wrinkles were really showing. The Regenerist Deep Hydration Regenerating Cream really softens and hydrates the skin. I did not get instant results but after consulting with Oil of Olay on-line chat, I was told to allow the product to work for about six weeks. I stayed with it and have found that this cream under my makeup creates a lovely finish. And for a fair price too!",49,0.1733333333333333
AV1l8zRZvKc47QAVhnAv,"Was persuaded to try this product because of the peptide vitamin B ingredients. The non-jar packaging was also a selling point. This is a very nice, light-weight cream, that absorbs quickly. It sits so lightly on my skin that I can't feel it and has an ever so slight pleasant scent that dissipates quickly. It does a nice job of moisturizing without resulting in unwanted shine. It's working well for both night-time and day-time use for my aging, sun damaged, somewhat reactive skin. In fact it seems to have a calming effect on my reactive areas. I've been trying many different moisturizers lately - high-end and drug-store brands - and so far this is the best.",63,0.34545454545454546
AV1l8zRZvKc47QAVhnAv,"I'm very pale and have somewhat irritable skin, so I am pleased that this moisturizer is so light and easy on my face. Great hydration. It's a bit thicker than some products, so it will take longer to absorb fully. The package technology is actually really cool. You push the whole top of the jar down, and a little bit of the cream comes up. It works something like a push-pop. You get just the right amount, and when you get to the last of it, all of the cream is pushed out so that there isn't any wasted being stuck inside the jar. Love that.",49,0.25934981684981684
AV1l8zRZvKc47QAVhnAv,I have tried many other products but Oil of Olay is the best. It is not oily or a heavy lotion my skin looks feels good.,13,0.5
AV1l8zRZvKc47QAVhnAv,Excellent product.,2,1.0
AV1YGDqsGV-KLJ3adc-O,"I have used windex for many years (only because my family introduced me to the product) and always been unhappy with the film/streaks it leaves on the glass. I have to go back over it several times and i still can't get rid of the film/streaks. I use paper towels and even with cloth, streaks of film are left. I'm testing other products in order to find something better.",36,0.06666666666666667
AV1YGDqsGV-KLJ3adc-O,Why did they change the formula it's awful . I tried using this on my car windshield the other day and all it did was leave an oily film that smudges really bad also tried it on the bathroom mirror same results. guess it's time to go back to basics of vinegar and water. I've used windex for over forty years never had a problem with streaks or smudges.,35,-0.5666666666666665
AV1YGDqsGV-KLJ3adc-O,"I used all windex products for years. Now all the cleaners , not just windex, leave a smeary residue. I have tried newspaper, unprint newspaper for packing and many types of cleaning cloths, as well as paper towels. I noticed this happening about 2 years ago. What has happened to the formula.",27,0.5
AV1YGDqsGV-KLJ3adc-O,"Cleaned my car, wash windows and then sprayed with windex not once three times streak streak streak then I had to rewash with vinegar to get the windex off . And no my car was not that dirty I was it once a week but ran out of my other window cleaner I won't do that again.",22,-0.6
AV1YGDqsGV-KLJ3adc-O,"I have been using the Windex/Multisurface with vinegar for years and have always had very good results. I went looking for another bottle when I ran out and noticed that the packaging has changed. I purchased a bottle and also noticed another thing, the quality has changed as well. When I used it on my mirrors they were all smudged. I did not get that usual streak free shine that I usually get with this particular product. I have enjoyed using your Windex/Multisurface, vinegar product in the past and have always passed over the less expensive brands to purchase this particular product because I knew it's quality. If this is the product that you will be producing, I will no longer be a consumer. I understand that you have to find ways to keep things cost effective for your company as well as the consumers,but please maintain your quality.",69,0.10151515151515152
AV1YGDqsGV-KLJ3adc-O,"I've used this product for many years and was very happy with it. But in the last year I find it streaks and leaves a dull finish. At first I thought maybe it had froze during shipment, but then I repurchased it several times and it still not the same has it use to be. AND don't tell me I'm using it wrong or it's the operator because it is NOT. I've also read the reviews and I'm not the only one complaining about this product. I gave it a very low rating because I KNOW it use to be a good product. Something has changed whether it's the way it's produced or the ingredients. But I will not be purchasing any more of this. I can do better with vinegar and water and it's not has costly and I don't have to waste time trying to get it to not streak or dull up within a day or two..",65,0.12222222222222222
AV1YGDqsGV-KLJ3adc-O,"I used Windex Original on my glass top kitchen table and all I could see was a smeary haze. I tried it two more times and it was still hazy. The forth time instead of a paper towel I used a clean cotton dish rag - still smears. I had been cleaning both top and undersides of the table. When I tried windex on a nearby window, it seemed to work fine. I wonder if the previous cleaner had left a residual My husband who has more muscle is going to reclean the glass top bottom. If microfiber cloth is required,you should put that on the label. I clean my table 3 or 4 times a day - I NEED SOMETHING THAT WORKS.",63,0.31759259259259254
AV1YGDqsGV-KLJ3adc-O,We have been using Windex for years and re-selling it in our store. Inn the past 6 months though we have found that cleaning a window with new paper towels and this product leave a translucent film that makes it look like the window hasn't been cleaned in years. I have personally used it from different bottles and had the same lousy results. It is like there is no ammonia at all in the product and it can no longer cut through whatever is on the windows. We heat with propane during the winter and that may have put the film on the windows but they used to come clean with Windex easily. Now they look worse than when I started!,54,-0.026704545454545453
AV1YGDqsGV-KLJ3adc-O,"I just tried to clean normal interior film off the windshield of my wife's car. The result was some residual film after I tried to use this product twice. Based upon recent experience with Windex Original on other cars I own with the same poor results, I'm done using this product. This has been my go-to for years, but I give up! I don't care about cost, I'll find something that works the way Windex did in the past and I'll buy it.",43,-0.09479166666666666
AV1YGDqsGV-KLJ3adc-O,I have now purchased two different 23 oz bottles of the Windex Orignial within 4 weeks of each other. The spray trigger broke off on the first bottle after about 4 uses. I still had 80 of the bottle left. So I went and purchased a second 23 oz bottle with the intentions of switching out the tops so that I could use the rest of the first bottle. After one use (cleaned 4 windows and a mirrow) the trigger from the second bottle broke too. Now I am stuck with two almost completely full bottles of windex and no way to clean. I will be looking for a new brand...,52,0.15033670033670032
AV1YGDqsGV-KLJ3adc-O,"Twice now ever since they introduced the new sprayer bottle, after the very first couple quick squeezes the new flimsy squeezer snaps off, rendering the bottle useless.. these used to last forever and we would just buy bulk refills... is this some idea from some new guy hired to save money idea to make hem break easier so you buy more, oris it just shoddy design I've purchased a noname glass cleaner sprayer (it was cheaper than buying a new empty sprayer bottle) and will refill with windex left overs, then continue buying no name glass cleaner.... who cares how good it cleans if the sprayer breaks instantly... i am sure some new marketing guy got a bonus and a pat on the back for saving a few cents on a inferior spray nozzle",80,0.10434343434343434
AV1YGDqsGV-KLJ3adc-O,This stuff is the worst thing I have ever bought!!!!! My glass is worse now than when I started.,8,-0.7
AV1YGDqsGV-KLJ3adc-O,New cap design - How tdo you put it in spray mode There are no mode indicators on the nozzle.,10,0.13636363636363635
AV1YGDqsGV-KLJ3adc-O,This is a great windex product that I came across after a long time.Please try once and then believe me.,9,0.375
AV1YGDqsGV-KLJ3adc-O,"Like so many other, I find that no matter what I do or how I use it, it leaves streaks on the windows. Been doing cleaning for over 50 years. Really not happy with it.",12,0.65
AV1YGDqsGV-KLJ3adc-O,"Windex doesn't clean mirrors, glass like it used to. Leaves streaks. Works somewhat better than last brand tried so bought again. Got home and it won't spray. Nozzle front won't turn at all and nothing else works to open it. I shouldn't have to buy spray bottle for something that comes in a spray bottle.",36,0.21666666666666667
AV1YGDqsGV-KLJ3adc-O,"As so many of the other reviews have suggested, it definitely seems as though something has changed. I can't get it to stop streaking. I have used Windex for as long as I can remember for everything. I primarily use Windex original. I'm not exactly sure when I started having issues. Probably the last year or so. I tried changing paper towels and using a clean lint free rag with no improvement. It's been driving me crazy. No matter how many times I spray and wipe my mirrors, windows, appliances and our glass top tables there are still streaks. Disappointingly I'm going to start trying other product.",60,0.17628205128205127
AV1YGDqsGV-KLJ3adc-O,"I'm 64. I've used Windex since the early 1960s. Original Windex with Ammonia D (for distinguished) in the aerosol can was an outstanding product. Since then, Windex has been letting me down. I recently cleaned the inside of my car windshield and I had to do it three times to get what I thought was a streak-free shine. It looked good UNTIL I drove into the sun. WOW! The windshield, according to my wife, looks even worse than before I cleaned it. Not only is it extremely streaky, it is covered with large hazy patches. I will have to try and clean it again. I also cleaned some mirrors around the house. They look pretty good close up. But from across the room, they are all quite streaky. I am sad that the fine product I grew up with has become just another average window cleaner. I will now try to find a new product that will do what I was hopeful your new original formula would do but did not. After more than 50 years, I bid you farewell.",81,0.17751924001924
AV1YGDqsGV-KLJ3adc-O,It's Windex. What more can you say It works great. This review was collected as part of a promotion.,8,0.8
AV1YGDqsGV-KLJ3adc-O,"While Windex is better than other glass cleaners, it is not always perfect. It will leave streaks on mirrors sometimes, and takes a good bit of elbow grease to get car windshields clean if they have a lot of bug splotches on them. This review was collected as part of a promotion.",26,0.6416666666666667
AV1YGDqsGV-KLJ3adc-O,"good stuff, decent price.",4,0.4333333333333333
AV1YGDqsGV-KLJ3adc-O,Good,1,0.7
AV1YGDqsGV-KLJ3adc-O,"Instead of buying a new bottle of windex every time, it's nice to be able to keep the old bottles just buy the refill. It's a good price for the refill as well. You get 2-1/2 regular squirt bottles in one refill bottle!",25,0.33939393939393936
AV1YGDqsGV-KLJ3adc-O,more than windows!,1,0.0
AV1YGDqsGV-KLJ3adc-O,"Been using Windex for years, my mom used Windex. It's a good value, and my go-to for cleaning all the glass in my house.",12,0.7
AV1YGDqsGV-KLJ3adc-O,Great product. I love it,3,0.65
AV1YGDqsGV-KLJ3adc-O,I have always found Windex to be one of the best products out there for my needs. This review was collected as part of a promotion.,11,1.0
AV1YGDqsGV-KLJ3adc-O,It's simply the best,2,1.0
AV1YGDqsGV-KLJ3adc-O,Great,1,0.8
AV1YGDqsGV-KLJ3adc-O,Best window cleaner ever!,4,1.0
AV1YGDqsGV-KLJ3adc-O,Way too expensive!,2,-0.5
AV1YGDqsGV-KLJ3adc-O,I have been using windex for years. It is my go to product for cleaning the kitchen and the bathroom.,8,0.0
AV1YGDqsGV-KLJ3adc-O,"Great product, I wouldn't buy anything else to clean my windows or mirrors. I've used it so long I don't know how I got started. Smells very clean too.",18,0.37083333333333335
AV1YGDqsGV-KLJ3adc-O,Great product,2,0.8
AV1YGDqsGV-KLJ3adc-O,"I received a free sample of Windex and have used it on windows, mirrors, kitchen appliances and my kitchen granite counters and tile back splash and have been very pleased with how well it cleans and shines these surfaces. This review was collected as part of a promotion.",24,0.3
AV1YGDqsGV-KLJ3adc-O,I have tried all the others and always come back to Windex. I have even mixed my own because my friends have told me how good their home made kinds have worked. None of them have come close to good old Windex. My Sun Room has sixteen 6 ft. windows and we have a propane fireplace. It even takes the film off the glass.,32,0.3
AV1YGDqsGV-KLJ3adc-O,"Before you clean anything ask the question Is it OK if my cleaner leaves a residue If the answer is No, then consider using Windex. They must use distilled or a very pure water because if you try clean a window even with ordinary tap water you will get streaks in most locales. I also LOVE that only Greenlist ingredients are used.",32,0.28293650793650793
AV1YGDqsGV-KLJ3adc-O,"I have been using Windex for over 40 years. I will not use any other brand. It works great on all glass surfaces - windows, mirrors, etc. But it also works great on stainless steel appliances too! This is great because I don't have to buy anything extra. It will be in my home for another 40 years- if I live that long!! This review was collected as part of a promotion.",32,0.3837662337662338
AV1YGDqsGV-KLJ3adc-O,"I thought I wrote a review already, but will do it again if you want. I've been using Windex for over 42 years and will always use it. It works great. The best part is that it can be used on multiple surfaces. Glass, counter tops, stainless steel, etc. It always cleans wonderfully and never leaves a streak. This review was collected as part of a promotion.",34,0.3
AV1YGDqsGV-KLJ3adc-O,"I occasionally fry food in my home but have unfortunately not yet conquered heating the oil correctly without it popping sending splatters all over my stove as well as the ceramic tiles behind it, the wooden cupboards above it, the refrigerator next to it and the surrounding walls and ceiling. In the past I have tried every grease fighting product I've seen advertised.They have ALL fallen short! Tonight is the LAST time I grab my Windex bottle as a last result! It has time and time again proven to be the ONLY cleaning product that actually works on dissolving and cutting through grease spots! Funny thing is though, I've never even tried any of the new Windex products,....the Original Glass Cleaner does the job all on it's own! I'm sold and will never spend another penny on any other grease fighting product!",79,-0.07061688311688312
AV1YGDqsGV-KLJ3adc-O,I purchased a Windex refill because I no longer found the GV brand. Your brand performs just as good and was very much lower in price. I would have preferred the Walmart product.,17,0.44999999999999996
AV1YGDqsGV-KLJ3adc-O,"I have used Windex for years ,,,,, (decades) and it is the very best. In my view, one of the toughest jobs for any cleaner is getting car windows really clear and streak free. A film develops from multiple sources, .... some say from evaporating chemicals in the fabrics and plastics... who knows it seems to comes from nowhere. I have had great success when preparing windows for a car show using clean, new, white T-shirts and Windex. I soak the first one with Windex until almost dripping and go over every square inch thoroughly. Then a second new, clean T-shirt to dry and polish. Great success! Never use T-shirts, micro fiber cloths etc. that have been previously used with wax. The wax never completely washes out and ruins the window cleaning job.",79,0.23803827751196166
AV1YGDqsGV-KLJ3adc-O,"I mix it with water in a Zep sprayer bottle. My washer on mah pickumup truck don't work none, so when I gets the bug guts all over the windshield, I sprays it down real goods, wait a few seconds then turn on the wipers. It usually washes most of dem bug guts of'en the windshield. Some time though I have to use another dose. Sometimes though too, I use the Wallyworld product though it seems to work about as good.",44,0.21666666666666665
AV1YGDqsGV-KLJ3adc-O,I thought the price was a little high until I filled the spray bottle and now I know its a good value it will fill around 3 bottles plus some. Cheaper versions don't do the same job.,18,0.268125
AV1YGDqsGV-KLJ3adc-O,great product,2,0.8
AV1YGDqsGV-KLJ3adc-O,"I have been using this for many years. Find it to be excellent and always cleans and shines . No streaks, that is what I like best. This review was collected as part of a promotion.",15,0.8333333333333334
AV1YGDqsGV-KLJ3adc-O,I have always gone back to Windex after trying new products. Can't go wrong with Windex!! This review was collected as part of a promotion.,15,-0.12121212121212122
AV1YGDqsGV-KLJ3adc-O,No excessive energy used to keeping the car windows clean. My wife uses it for the home. What else: Windows and counter tops plus.,15,0.05833333333333335
AV1YGDqsGV-KLJ3adc-O,This leaves a shine without streaking cleans great. This review was collected as part of a promotion.,10,0.8
AV1YGDqsGV-KLJ3adc-O,Great place to shop no membership fee and too your front door This review was collected as part of a promotion.,11,0.8
AV1YGDqsGV-KLJ3adc-O,"When I found this site, there were a lot of prior reviews complaining bitterly that the new Windows was inferior to the old and left hard to remove streaks. I find it hard to believe that people are that incredibly inept and impatient and have to assume that it was in some way the fault of Windex. Be that as it may, I bought another industrial sized Windex Advanced from Costco recently and after using it on the windows of my car, outside and inside, I am relieved that you seem to have listened to the on-line complaints and fixed the problem. This version of Windex not only sprayed well but, when used as recommended, with perhaps a bit of extra elbow grease as needed, actually cleaned the inside and outside glass surfaces and left them sparkling. Thanks again for fixing my favorite window cleaning solution.",73,0.08627946127946128
AV1YGDqsGV-KLJ3adc-O,Does a good job cleaning glass - Like the ammonia smell This review was collected as part of a promotion.,11,0.7
AV1YGDqsGV-KLJ3adc-O,"I'm not a fan of green cleaning supplies. This has ammonia in it, which cleans far better than without.",10,0.13333333333333333
AV1YGDqsGV-KLJ3adc-O,"I have used Windex for many, many years. Shines my toaster, cleans my mirrors and windows, cleans counter tops, etc and leaves a clean good scent. And Walmart rocks with their free home shipping - order on Sunday, its here on Wednesday morning.",27,0.4933333333333333
AV1YGDqsGV-KLJ3adc-O,"Works as intended, leaves no streaks, pleasantly scented.",6,0.7333333333333334
AV1YGDqsGV-KLJ3adc-O,would recommend,2,0.0
AV1YGDqsGV-KLJ3adc-O,A smarts choice,2,0.0
AV1YGDqsGV-KLJ3adc-O,I would buy this again.,2,0.0
AV1YGDqsGV-KLJ3adc-O,"Windex original is the way to go for window cleaning. If you are doing large surfaces, I would definitely recommend the spray foam!",13,0.19642857142857142
AV1YGDqsGV-KLJ3adc-O,Awesome value for a refill,3,1.0
AV1YGDqsGV-KLJ3adc-O,I like buying the economy size...keeps less trash out of landfills. Windex works very well.,10,-0.16666666666666666
AV1YIch7GV-KLJ3addeG,I consider myself a ketchup snob. I'll pass on the Hunts or catsup anyday and will only put Heinz on my fries. I suggest you do the same.,12,-0.5
AV1YlENIglJLPUi8IHsX,Excellent Product!,2,1.0
AV1YlENIglJLPUi8IHsX,"This product is absolutely amazing!! After reading the ingredients I was skeptical about the taste, once I ate one I was hooked!! They are so delicious that my extremely picky husband enjoys them as well! I have turned some of my coworkers onto this tasty snack.",21,0.24375000000000002
AV1YlENIglJLPUi8IHsX,Great snack and satisfies a taste for chocolate.,5,0.8
AV1YmBrdGV-KLJ3adewb,"I love almost ALL your shampoos but this is my favorite. It delivers clean hair, shine, weightless conditioning, and a very clean fragrance. The lather is amazing and it rinses clean even in hard water. I love the Classic Clean and the other color safe formula for shine. LOVE!",27,0.37013888888888885
AV1YmDL9vKc47QAVgr7_,"I have very oily, fine hair and this shampoo just made my hair look dirtier than before washing it. My hair was greasy and heavy. I thought maybe I just didn't rinse well enough so I gave it another try a few days later but had the same results. I can say that it smelled good!",27,0.18333333333333332
AV1YmDL9vKc47QAVgr7_,I have been using aussome volume for over 10 years except it used to be called real volume. I would really like to know if you changed the formula for it. The last 6 or so months I've been having scalp problems with sores and my hair falling out. The last couple of bottles I purchased have had a much stronger smell to it and it is drying my hair and scalp out really bad. It never used to do this. It always made my hair really thicker looking and just really nice. Hardly ever had to use conditioner. Please if you could let me know about that I would really appreciate it. I haven't ever thought about switching from Aussie but now I think I have too.,62,0.06083333333333335
AV1YmDL9vKc47QAVgr7_,"You changed the smell! The bottle I just used up says the scent is white ginger, the new one says it's jojoba, but it smells like cherries or something. Why in the world have you changed the formula! I've used this for over 10 years, and the smell was always the same, even if the formula was changed. I miss the old smell, it was my favorite. Now I have to find another shampoo with a mild scent that I like. Rude.",38,0.12828282828282825
AV1YmDL9vKc47QAVgr7_,"I use this because it has very little fragrance, but the containers are pure torture to use. You can barely open and close them, so I have to put it in another bottle.",13,0.008928571428571425
AV1YmDL9vKc47QAVgr7_,"I love this shampoo so much! It leaves my hair feeling extra soft and lightweight! I do not see a difference with the volume in my hair after using this - that's why I gave this product 4 out of 5. Otherwise, I absolutely love this product so much and will repurchase! *I received this product via Influenster to try for free review",30,0.2714285714285714
AV1YmDL9vKc47QAVgr7_,Enjoyed it,1,0.5
AV1YmDL9vKc47QAVgr7_,"I have used this product (along with the aussome volume conditioner and hairspray) for the past 2 weeks, and I love it! I have gotten so many compliments on the shine and volume of my hair since I have used this product! It's a great price and a great set to use if volume and shine are what you're looking for. I will definitely be purchasing this product again in the future! While I did receive this product for free to test, all of these opinions are my own.",37,0.34375
AV1YmDL9vKc47QAVgr7_,"I love the smell of this Aussie shampoo. It gets my hair very clean without drying it out. I love how soft my hair feels after using this. I have fine hair, and i did notice a bit of volume after using this shampoo. I received this Aussie product for free in an Influenster Voxbox for testing purposes. My opinions are completely my own! :)",31,0.34047619047619054
AV1YmDL9vKc47QAVgr7_,I received my Aussie voluminizimg shampoo from Influenster this past week . I have been using the shampoo for about a week and I must say that I love how soft it leaves my hair. Not only do I love the softness I also love that it's full of volume. I've tried high and shampooed that claim my hair will be voluminous and I have to say that Aussie is by far my favorite ! We girl wants to have soft manageable hair and the shampoo has given me that I've added curls and they stay all day thank you so much Aussie !!,48,0.2466666666666667
AV1YmDL9vKc47QAVgr7_,"I have very thin, fine hair. I'm growing it out so it's usually pretty flat just because it gets weighed down so easily. But this is the very first product that has actually worked in giving me volume! And I've tried a ton of products. I'm so impressed with this line. It also smells great! I received this product as a test product from Influenster and I will most definitely be buying it in the future.",35,0.22916666666666669
AV1YmDL9vKc47QAVgr7_,this is such a great product,2,0.8
AV1YmDL9vKc47QAVgr7_,"Absolutely love! My hair always looks and feels great when used. I tested Aussie for free, but all opinions are my own.",12,0.5666666666666668
AV1YmDL9vKc47QAVgr7_,Like feel of hair after shampooing,4,0.0
AV1YmDL9vKc47QAVgr7_,"I first tried Aussie Aussome Volume Shampoo when it was accidently left in my shower by a visiting relative upon her departure.... It is sooo rich and makes such a lovely full lather! AND, I swear, it does leave my hair with more volume!! (I ran out of it and tried another product that could not compete with it....only because I could not get out to a store that carries it at that point in time...) But, never again, if I have my way! I am sticking with this great product!",41,0.32500000000000007
AV1YmDL9vKc47QAVgr7_,"For me it's working grate! I even don't use conditioner!Recommended for use with my type of hair very high! Med. Blond, baby think, dry to med.",16,0.046666666666666676
AV1YmDL9vKc47QAVgr7_,"I'm kind of sad to see the poor reviews on this product, so I thought I'd write my own. For some reason my hair hates hard water more than most people (we have hard well water, and although the rest of my family noticed their hair was a little less healthy looking, mine looked and felt DISGUSTING because I just could not get the minerals out of my hair, and continuing to wash it only made it worse). This is the only shampoo/conditioner combo that fixed that problem. I had even tried an expensive hard water shampoo that didn't work nearly as well. Even if you don't have hard water issues, this shampoo really made my hair feel lighter and way more voluminous. Everyone's hair is different, but I definitely recommend at least giving this one a try!",76,-0.16425438596491224
